Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Fachada de Cabos - Square Black Granite Bricks
appliedenergistics2:facade:0, Fachada de Cabos - Square Red Granite Bricks
appliedenergistics2:facade:0, Fachada de Cabos - Square Marble Bricks
appliedenergistics2:facade:0, Fachada de Cabos - Square Basalt Bricks
appliedenergistics2:facade:0, Fachada de Cabos - Square Light Concrete Bricks
appliedenergistics2:facade:0, Fachada de Cabos - Square Dark Concrete Bricks
appliedenergistics2:facade:0, Fachada de Cabos - Rubber Wood
appliedenergistics2:facade:0, Fachada de Cabos - Rubber Tree Leaves
appliedenergistics2:facade:0, Fachada de Cabos - Rubber Wood Planks
appliedenergistics2:facade:0, Fachada de Cabos - Treated Wood Planks
appliedenergistics2:facade:0, Fachada de Cabos - Brittle Charcoal
appliedenergistics2:facade:0, Fachada de Cabos - Block of Indium Gallium Phosphide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Nickel Zinc Ferrite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Realgar
appliedenergistics2:facade:0, Fachada de Cabos - Block of Tin
appliedenergistics2:facade:0, Fachada de Cabos - Block of Titanium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Tungsten
appliedenergistics2:facade:0, Fachada de Cabos - Block of Uranium 238
appliedenergistics2:facade:0, Fachada de Cabos - Block of Uranium 235
appliedenergistics2:facade:0, Fachada de Cabos - Block of Vanadium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Yttrium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Zinc
appliedenergistics2:facade:0, Fachada de Cabos - Block of Naquadah
appliedenergistics2:facade:0, Fachada de Cabos - Block of Enriched Naquadah
appliedenergistics2:facade:0, Fachada de Cabos - Block of Naquadria
appliedenergistics2:facade:0, Fachada de Cabos - Block of Neutronium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Pyrope
appliedenergistics2:facade:0, Fachada de Cabos - Block of Rock Salt
appliedenergistics2:facade:0, Fachada de Cabos - Block of Ruridit
appliedenergistics2:facade:0, Fachada de Cabos - Block of Ruby
appliedenergistics2:facade:0, Fachada de Cabos - Block of Salt
appliedenergistics2:facade:0, Fachada de Cabos - Block of Sapphire
appliedenergistics2:facade:0, Fachada de Cabos - Block of Sodalite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Coke
appliedenergistics2:facade:0, Fachada de Cabos - Block of Aluminium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Americium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Antimony
appliedenergistics2:facade:0, Fachada de Cabos - Block of Beryllium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Bismuth
appliedenergistics2:facade:0, Fachada de Cabos - Block of Tritanium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Duranium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Trinium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polyphenylene Sulfide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polybenzimidazole (PBI)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polyethylene (PE)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Epoxy Resin
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polycaprolactam
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polytetrafluoroethylene (PTFE)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Sugar
appliedenergistics2:facade:0, Fachada de Cabos - Block of Kanthal
appliedenergistics2:facade:0, Fachada de Cabos - Block of Lazurite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Magnalium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Nichrome
appliedenergistics2:facade:0, Fachada de Cabos - Block of Niobium Nitride
appliedenergistics2:facade:0, Fachada de Cabos - Block of Niobium-Titanium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Sterling Silver
appliedenergistics2:facade:0, Fachada de Cabos - Block of Rose Gold
appliedenergistics2:facade:0, Fachada de Cabos - Block of Black Bronze
appliedenergistics2:facade:0, Fachada de Cabos - Block of Bismuth Bronze
appliedenergistics2:facade:0, Fachada de Cabos - Block of Silicone Rubber
appliedenergistics2:facade:0, Fachada de Cabos - Block of Styrene-Butadiene Rubber
appliedenergistics2:facade:0, Fachada de Cabos - Block of Fiber-Reinforced Epoxy Resin
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polyvinyl Chloride (PVC)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Battery Alloy
appliedenergistics2:facade:0, Fachada de Cabos - Block of Blue Topaz
appliedenergistics2:facade:0, Fachada de Cabos - Block of Brass
appliedenergistics2:facade:0, Fachada de Cabos - Block of Bronze
appliedenergistics2:facade:0, Fachada de Cabos - Block of Charcoal
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cinnabar
appliedenergistics2:facade:0, Fachada de Cabos - Block of Enderpearl
appliedenergistics2:facade:0, Fachada de Cabos - Block of Magnetic Neodymium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Magnetic Samarium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Manganese Phosphide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Magnesium Diboride
appliedenergistics2:facade:0, Fachada de Cabos - Block of Mercury Barium Calcium Cuprate
appliedenergistics2:facade:0, Fachada de Cabos - Block of Uranium Triplatinum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Samarium Iron Arsenic Oxide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Indium Tin Barium Titanium Cuprate
appliedenergistics2:facade:0, Fachada de Cabos - Block of Uranium Rhodium Dinaquadide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Enriched Naquadah Trinium Europium Duranide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polypropylene (PP)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polyacrylonitrile (PAN)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Kevlar
appliedenergistics2:facade:0, Fachada de Cabos - Block of Zylon
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polycarbonate (PC)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polyethylene Terephthalate (PET)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polyether Ether Ketone (PEEK)
appliedenergistics2:facade:0, Fachada de Cabos - Block of Nylon-12
appliedenergistics2:facade:0, Fachada de Cabos - Block of material.cyclododecatriene
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cyclododecane
appliedenergistics2:facade:0, Fachada de Cabos - Block of Boric Acid
appliedenergistics2:facade:0, Fachada de Cabos - Block of Ruthenium Trinium Americium Neutronate
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cobalt (II) Nitrate
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cobalt (II) Acetate
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cyclododecanol
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cyclododecanone
appliedenergistics2:facade:0, Fachada de Cabos - Block of Hydroxylamine
appliedenergistics2:facade:0, Fachada de Cabos - Block of Laurolactam
appliedenergistics2:facade:0, Fachada de Cabos - Block of Yttrium Barium Cuprate
appliedenergistics2:facade:0, Fachada de Cabos - Block of Quartzite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Osmiridium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Gallium Arsenide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Malachite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Magnetic Iron
appliedenergistics2:facade:0, Fachada de Cabos - Block of Tungstencarbide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Certus Quartz
appliedenergistics2:facade:0, Fachada de Cabos - Block of Stellite-100
appliedenergistics2:facade:0, Fachada de Cabos - Block of Watertight Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Maraging Steel 300
appliedenergistics2:facade:0, Fachada de Cabos - Block of Hastelloy-C276
appliedenergistics2:facade:0, Fachada de Cabos - Block of Hastelloy-X
appliedenergistics2:facade:0, Fachada de Cabos - Block of Trinaquadalloy
appliedenergistics2:facade:0, Fachada de Cabos - Block of Zeron-100
appliedenergistics2:facade:0, Fachada de Cabos - Block of Titanium Carbide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Soldering Alloy
appliedenergistics2:facade:0, Fachada de Cabos - Block of Spessartine
appliedenergistics2:facade:0, Fachada de Cabos - Block of Stainless Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Tin Alloy
appliedenergistics2:facade:0, Fachada de Cabos - Block of Topaz
appliedenergistics2:facade:0, Fachada de Cabos - Block of Ultimet
appliedenergistics2:facade:0, Fachada de Cabos - Block of Uvarovite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Vanadium-Gallium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Wrought Iron
appliedenergistics2:facade:0, Fachada de Cabos - Block of Magnetic Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Vanadiumsteel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Potin
appliedenergistics2:facade:0, Fachada de Cabos - Block of Borosilicate Glass
appliedenergistics2:facade:0, Fachada de Cabos - Block of Naquadah Alloy
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cupronickel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Electrum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Green Sapphire
appliedenergistics2:facade:0, Fachada de Cabos - Block of Grossular
appliedenergistics2:facade:0, Fachada de Cabos - Block of Rutile
appliedenergistics2:facade:0, Fachada de Cabos - Block of Invar
appliedenergistics2:facade:0, Fachada de Cabos - Block of Platinum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Plutonium 239
appliedenergistics2:facade:0, Fachada de Cabos - Block of Plutonium 241
appliedenergistics2:facade:0, Fachada de Cabos - Block of Rhodium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Ruthenium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Samarium
appliedenergistics2:facade:0, Fachada de Cabos - Block of HSS-G
appliedenergistics2:facade:0, Fachada de Cabos - Block of Red Alloy
appliedenergistics2:facade:0, Fachada de Cabos - Block of HSS-E
appliedenergistics2:facade:0, Fachada de Cabos - Block of HSS-S
appliedenergistics2:facade:0, Fachada de Cabos - Block of Blue Alloy
appliedenergistics2:facade:0, Fachada de Cabos - Block of Indium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Iridium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Lead
appliedenergistics2:facade:0, Fachada de Cabos - Block of Manganese
appliedenergistics2:facade:0, Fachada de Cabos - Block of Europium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Gallium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Chrome
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cobalt
appliedenergistics2:facade:0, Fachada de Cabos - Block of Copper
appliedenergistics2:facade:0, Fachada de Cabos - Block of Darmstadtium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Polyvinyl Butyral
appliedenergistics2:facade:0, Fachada de Cabos - Block of Tantalum Carbide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Molybdenum Disilicide
appliedenergistics2:facade:0, Fachada de Cabos - Block of HSLA Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Titanium Tungsten Carbide
appliedenergistics2:facade:0, Fachada de Cabos - Block of Incoloy-MA956
appliedenergistics2:facade:0, Fachada de Cabos - Block of Olivine
appliedenergistics2:facade:0, Fachada de Cabos - Block of Opal
appliedenergistics2:facade:0, Fachada de Cabos - Block of Amethyst
appliedenergistics2:facade:0, Fachada de Cabos - Block of Apatite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Black Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Damascus Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Tungstensteel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Cobalt Brass
appliedenergistics2:facade:0, Fachada de Cabos - Block of Endereye
appliedenergistics2:facade:0, Fachada de Cabos - Block of Red Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Blue Steel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Silicon
appliedenergistics2:facade:0, Fachada de Cabos - Block of Silver
appliedenergistics2:facade:0, Fachada de Cabos - Block of Tantalum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Thorium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Almandine
appliedenergistics2:facade:0, Fachada de Cabos - Block of Andradite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Annealed Copper
appliedenergistics2:facade:0, Fachada de Cabos - Block of Flint
appliedenergistics2:facade:0, Fachada de Cabos - Block of Rhodium Plated Palladium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Crystal Matrix
appliedenergistics2:facade:0, Fachada de Cabos - Block of Fluix Crystal
appliedenergistics2:facade:0, Fachada de Cabos - Block of Red Garnet
appliedenergistics2:facade:0, Fachada de Cabos - Block of Yellow Garnet
appliedenergistics2:facade:0, Fachada de Cabos - Block of Monazite
appliedenergistics2:facade:0, Fachada de Cabos - Block of Rubber
appliedenergistics2:facade:0, Fachada de Cabos - Block of Nether Star
appliedenergistics2:facade:0, Fachada de Cabos - Block of Molybdenum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Neodymium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Nickel
appliedenergistics2:facade:0, Fachada de Cabos - Block of Niobium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Osmium
appliedenergistics2:facade:0, Fachada de Cabos - Block of Palladium
appliedenergistics2:facade:0, Fachada de Cabos - Europium Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Titanium Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Tungsten Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Neutronium Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Tritanium Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Black Steel Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Tungstensteel Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Brass Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Bronze Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Watertight Steel Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Maraging Steel 300 Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Hastelloy-C276 Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Hastelloy-X Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Naquadah Alloy Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - HSLA Steel Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Incoloy-MA956 Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Polytetrafluoroethylene (PTFE) Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Blue Steel Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Tungstencarbide Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Aluminium Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Stainless Steel Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Steel Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - HSS-G Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - HSS-E Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - HSS-S Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Wood Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Polyether Ether Ketone (PEEK) Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Invar Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Treated Wood Frame Box
appliedenergistics2:facade:0, Fachada de Cabos - Crushing Wheels
appliedenergistics2:facade:0, Fachada de Cabos - Slicing Blades
appliedenergistics2:facade:0, Fachada de Cabos - Electrolytic Cell
appliedenergistics2:facade:0, Fachada de Cabos - Heat Vent
appliedenergistics2:facade:0, Fachada de Cabos - Molybdenum Disilicide Coil Block
appliedenergistics2:facade:0, Fachada de Cabos - Secure Maceration Casing
appliedenergistics2:facade:0, Fachada de Cabos - High Temperature Smelting Casing
appliedenergistics2:facade:0, Fachada de Cabos - Large-Scale Assembler Casing
appliedenergistics2:facade:0, Fachada de Cabos - Stress Proof Casing
appliedenergistics2:facade:0, Fachada de Cabos - Corrosion Proof Casing
appliedenergistics2:facade:0, Fachada de Cabos - Vibration-Safe Casing
appliedenergistics2:facade:0, Fachada de Cabos - Watertight Casing
appliedenergistics2:facade:0, Fachada de Cabos - Shock Proof Cutting Casing
appliedenergistics2:facade:0, Fachada de Cabos - Nonconducting Casing
appliedenergistics2:facade:0, Fachada de Cabos - Reaction-Safe Mixing Casing
appliedenergistics2:facade:0, Fachada de Cabos - Laser-Safe Engraving Casing
appliedenergistics2:facade:0, Fachada de Cabos - Atomic Casing
